Post_Id,Core_Node,Image_freeze,link_media,link_embeded,relationship_event_actor,media_venue,blurb,link_post,media_type,date,tag_1,tag_2,message,shares,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,total_likes
61,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/1976413_525189024264587_525174947599328_34155_1280_b.jpg?oh=13b80f2559fcbb56183bc95ce1246b87&oe=556FC6A7&__gda__=1437151029_08182795f1c7f1efbb62ff5e5cf781b6,https://www.facebook.com/video.php?v=525174947599328,https://scontent.xx.fbcdn.net/hvideo-xpt1/v/t42.1790-2/1528948_525188990931257_828910270_n.mp4?efg=eyJybHIiOjczMCwicmxhIjo4NzUsInFlX2dyb3VwcyI6WyJlXzAzMjRfMSJdfQ%3D%3D&rl=730&vabr=406&oh=9d7569b10ab72a329ad3c11e9fe9bdc1&oe=551A9F9E,Jacob S. Photography,,"""Fotografóas : http://on.fb.me/1cz017S
Dentro de mi vida joven, en mi labor de  dar todo el apoyo en lo que puedo a gente humilde, cómo fotógrafo   esta ha sido una experiencia bonita, el poder realizar un proyecto fotográfico, bastante documental, les deseo compartir a través de este vódeo  estas  palabras de una niña inocente que sabe lo que significa y representa la naturaleza, los ríos para ella, pide  la ayuda de todos nosotros para poder parar el avance del proyecto hidroeléctrico  Barro Blanco , que amenaza con inundar áreas y desplazar pueblos originarios de la República de Panamá, a pesar de estar amparado por la ley sus tierras han sido invadidas y  parte de sus bosques han sido talados. Por lo que la gente de Kiad Comarca Ngäbe-Buglé  han dejado sus casas han hecho campamentos a la rivera del río, para hacerle frente a la policóa el gobierno y la empresa encargada del proyecto.  En este campamento hay niños, de todas las edades que junto a sus adultos comparten el ideal que parece imposible, salvar el río Tabasará.  ríos para la vida,  los bosques, ríos y animales, las personas son prioridades el dinero no! #Tabasarálibre.""",https://www.facebook.com/560058540683250/posts/551906911573293,video,2014-03-07T01:57:01+0000,,,,,,Sistema de lecto y escritura del Idioma Ngabe,,Jacob S. Photography,,,,,,,,,,,,,,,,,2
60,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDAgfEfizT-oOMx&w=130&h=130&url=http%3A%2F%2Fimages.telemetro.com%2Fnacionales%2FIndigenas-insisten-paralizacion-Barro-Blanco_MEDVID20140306_0022_9.jpg&cfs=1&sx=87&sy=0&sw=219&sh=219,http://www.telemetro.com/nacionales/Indigenas-suspender-proyecto-Barro-Blanco_0_676732944.html,,indígenas dan menos de 15 días para suspender proyecto de Barro Blanco,telemetro.com,"""En horas de la mañana de este jueves, la comunidad indígena de la Comarca Ngäbe Buglé anunció que si en menos de quince días las empresas ...""",https://www.facebook.com/560058540683250/posts/551906764906641,link,2014-03-07T01:56:52+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
59,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s130x130/1618590_676071089124520_1330653880_n.jpg?oh=7933efd8676a97c5751a641200a6c585&oe=55A928F5,https://www.facebook.com/Movimiento10DeAbrilm10/photos/a.676070985791197.1073741847.333272283404404/676071089124520/?type=1,,Movimiento 10 De Abril .m-10,,"""Sin números de persona fueron llegando desde el viernes de carnaval al campamento de la resistencia en contra barro blanco ubicado a la orilla del rió Tabasara, de diferentes parte de la república de Panamá, Costa Rica, Ecuador, Venezuela,Colombia, Japón entre  otros jóvenes convenidos de que el agua es un asunto de tod@s por la cual es importante conservarla y que en el rió Tabasara nadie queremos hidroeléctricas;los mismos  fueron recibidos por el pueblo Ngabe que se mantiene en el campamento en la Comunidad Cultural De KIAD Bägämä Comarca Ngabe Bugle . y por  la refrescante agua del tercer rió mas importante de Panamá el rió Tabasara.
Los jóvenes pudieron palpar en vivo y en directo tod@s la hermosura de la naturaleza y la cosmovisión que rodea una de la cultura mas milenaria que vive en el Tabasara EL NGÌãBE, esta es la razón por la cual ellos también pide la igual que el pueblo Ngabe que se respete los derechos humanos, territoriales, culturales ,religiosos ,egnicos,etc , de la comarca Ngabe Bugle y muy especialmente de los moradores Ngabe que vive en la comunidad de Quebrada Caña, Nuevo Palomar y la comunidad cultural de Kiad,  que consiste en la cancelación de barro blanco y la conservación de el rió Tabasara libre de hidroeléctricas por lo tanto  todo@ el pueblo panameño pide: TABASARA LIBRE DE HIDROELÌäCTRICA NO A BARRO BLANCO.
Tabasará libre""",https://www.facebook.com/560058540683250/posts/551264948304156,photo,2014-03-05T16:53:21+0000,,,,,,Xomomapuche,,Movimiento 10 De Abril .m-10,,,,,,,,,,,,,,,,,2
58,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/1975990_731474720207390_731472896874239_35101_1894_b.jpg?oh=b74d9a08921607984b4e160dd0a3f4bc&oe=5571CE15&__gda__=1437079175_8b284acacfdac8705cff3667b05df6fe,https://www.facebook.com/video.php?v=731472896874239,https://scontent.xx.fbcdn.net/hvideo-xpa1/v/t42.1790-2/1536179_731474690207393_496524362_n.mp4?efg=eyJybHIiOjExNTAsInJsYSI6NTEyLCJxZV9ncm91cHMiOlsiZV8wMzI0XzEiXX0%3D&rl=1150&vabr=639&oh=cc99c672856bbd0c4c9fffbb73c5c5e4&oe=551AFF80,Cacique Silvia Carrera,,"""Con delegaciones internacional que visita el campamento en Kiad, disfrutando del rió Tabasara el rio de tod@s, en el campamento Ngabe.
Tabasará libre""",https://www.facebook.com/560058540683250/posts/550455765051741,video,2014-03-03T23:58:56+0000,,,,2,,,,Cacique Silvia Carrera,,,,,,,,,,,,,,,,,1
57,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s130x130/10001294_675131669218462_542616652_n.jpg?oh=8ef80e6d159b0f5f80ead37807e74ce4&oe=5574BCCB&__gda__=1436944374_792dabb9873c53245fb134d4509c738f,https://www.facebook.com/Movimiento10DeAbrilm10/photos/a.675131432551819.1073741846.333272283404404/675131669218462/?type=1,,Movimiento 10 De Abril .m-10,,"""Delegaciones nacionales e internacionales y autoridades llegan al campamento en la comunidad cultural de Kiad, incluyendo a la máxima autoridad Silvia Carrera Cacique general Ngabe Bugle, delegaciones juveniles de panama y de otros países como Japón Costa Rica, Venezuela, Ecuador entre otros    Cacique Silvia Carrera llegaron para pasar los días de carnaval y así disfrutar del rió Tabasara Tabasará libre y de la cultura milenaria Ngabe ubicado en la comunidad cultural de Kiad.""",https://www.facebook.com/560058540683250/posts/550455688385082,photo,2014-03-03T23:58:47+0000,,,,1,,Mitzila ríos,,Movimiento 10 De Abril .m-10,,,,,,,,,,,,,,,,,2
56,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s130x130/1656145_731474876874041_826951581_n.jpg?oh=b93d9d6a7bcac9d368579d89847867de&oe=55A934FD,https://www.facebook.com/354118657943000/photos/a.356564827698383.85178.354118657943000/731474876874041/?type=1,,Cacique Silvia Carrera,,Con mi pueblo Ngabe en el  campamento de la resistencia ubicado a la del rió Tabasara en la comunidad cultural de Kiad junto a una delegación internacional.,https://www.facebook.com/560058540683250/posts/550455665051751,photo,2014-03-03T23:58:42+0000,,,,,Ricardo Miranda G,Xomomapuche,,Cacique Silvia Carrera,,,,,,,,,,,,,,,,,3
55,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xpf1/v/t15.0-10/s130x130/1542006_675132615885034_675130919218537_61011_1820_b.jpg?oh=1f9740b8a0b25a43e4d4e02d2c8403e3&oe=5576A9C4&__gda__=1438211080_1158a211f88dc1d859066ab50c3eba01,https://www.facebook.com/video.php?v=675130919218537,https://scontent.xx.fbcdn.net/hvideo-xaf1/v/t42.1790-2/1928424_675132585885037_2028100888_n.mp4?efg=eyJybHIiOjExNTIsInJsYSI6NTEyLCJxZV9ncm91cHMiOlsiZV8wMzI0XzEiXX0%3D&rl=1152&vabr=640&oh=4bd8acac5178fd0c8c66d74c9e9cb64a&oe=551ACFF6,Movimiento 10 De Abril .m-10,,"""comunidad internacional llega al campamento de la resistencia en contra de barro blanco en Kiad a la orilla del Tabasara.
Nao de Tokio Japón envía un mensaje alto y claro .
Tabasará libre""",https://www.facebook.com/560058540683250/posts/550455618385089,video,2014-03-03T23:58:34+0000,,,,1,,,,Movimiento 10 De Abril .m-10,,,,,,,,,,,,,,,,,1
54,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBCQo3AQXvgEW9m&w=130&h=130&url=http%3A%2F%2Fimagenes.tvn-2.com%2Fnoticias_img%2F132491.jpg&cfs=1&sx=178&sy=0&sw=486&sh=486,http://tvn-2.com/movil/noticias_detalle.asp?id=132491,,"""indígenas se mantendrán en campamento, no cederán - TVN Panamá Movil""",tvn-2.com,"""Los indígenas que llevan 26 días acampando a orillas del río Tabasará en Tolé se mantendrán en el lugar hasta que se suspenda el proyecto hidroeléctrico de Barro Blanco.así lo indicaron en Noticias AM, los dirigentes Wemi Bagama y Ricardo Miranda, quienes rechazan el argumento del gobierno de que so...""",https://www.facebook.com/560058540683250/posts/549164131847571,link,2014-02-28T23:05:46+0000,,,la lucha se mantiene firme.,3,,,,,,,,,,,,,,,,,,,,,0
53,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAExzOD2XIVKYYU&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2Ft5DLWOr8J9Q%2Fmaxresdefault.jpg&cfs=1&sx=639&sy=0&sw=1080&sh=1080,http://www.youtube.com/watch?v=t5DLWOr8J9Q&feature=share,http://www.youtube.com/v/t5DLWOr8J9Q?autohide=1&version=3&autoplay=1,"""indígenas panameños Ngäbe-Buglé, en peligro de expulsión""",youtube.com,"""En Panamá, miles de indígenas de la etnia Ngäbe Buglé están en peligro de perder sus tierras por la construcción de un proyecto hidroeléctrico. Las comunidad...""",https://www.facebook.com/560058540683250/posts/549163988514252,video,2014-02-28T23:04:58+0000,,,alto a la destruccion que causara barro blanco.,1,,,,,,,,,,,,,,,,,,,,,0
52,Sistema de lecto y escritura del Idioma Ngabe,,http://www.telemetro.com/nacionales/entrevistas/Siempre-enganados-Cacica-Carrera-autoridades_3_674662536.html#.UxEQePYPqig.facebook,http://files.telemetro.com/jwplayer5/player.swf?file=http%3A%2F%2Fvideo.telemetro.com%2Fmedvideo%2Fvideofile%2FMEDVID20140227_0009%2Fvideo_medium.mp4&autostart=true&hash=579bf257e8ffb6ae04cc20070d73a426,http://www.telemetro.com/nacionales/entrevistas/Siempre-enganados-Cacica-Carrera-autoridades_3_67466,telemetro.com,,https://www.facebook.com/560058540683250/posts/549163738514277,video,2014-02-28T23:04:18+0000,,,Silvia Carrera cacique general Ngabe Bugle,1,,,,,,,,,,,,,,,,,,,,,0
51,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/c33.0.200.200/p200x200/10653637_504273036342676_19444508500370629_n.jpg?oh=80b07b3cc1d825ddfbf76a559777c5d3&oe=55B99434&__gda__=1436573765_d32e0ceb1a1843a4a0a62b94b8d13d6c,https://www.facebook.com/pages/Comunidad-Cultural-De-KIAD-B%C3%A4g%C3%A4m%C3%A4-Comarca-Ngabe-Bugle-/420952584674722,,Comunidad Cultural De KIAD Bägämä Comarca Ngabe Bugle .,,La comunidad cultural de Kiad establecida a la orilla del rió Tabasara desde mucho tiempo  ha sido ocupada por los Ngabes una cultura  milenaria .,https://www.facebook.com/560058540683250/posts/549163525180965,link,2014-02-28T23:03:17+0000,,,,,,Sistema de lecto y escritura del Idioma Ngabe,,,,,,,,,,,,,,,,,Comunidad Cultural De KIAD Bägämä Comarca Ngabe Bugle .,,2
50,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/s130x130/1959592_673445332720429_1105480263_n.jpg?oh=01cadc139993803f9f902941781cfbca&oe=55B96AD0&__gda__=1437213457_47a52d2438e60453e7582b44fac148ff,https://www.facebook.com/Movimiento10DeAbrilm10/photos/a.362782973786668.86713.333272283404404/673445332720429/?type=1,,Movimiento 10 De Abril .m-10,,"""En estos momentos se realiza cierre total en la via interramericana en Horconsito en san lorenzo, la poblacion Ngabe Bugle del distrito de BESIKO comarca Ngabe Bugle pide que el ministro de gobierno de la injusticia Jorge Ricardo Fabrega cumpla con los acuerdo de hacer el puente sobre el rio Balsa entre otros temas.
Este era el puente que existia sobre el rio balsa la misma colapso hace ya practicamente un año y el ministro se comprometio volver construir un nuevo puente pero has pasado los meses y hasta ahora nada .
DELCARAR que el movimiento 10 de abril apoyamos rotundamente y firmemente a nuestros hermanos del distrito de Besiko que exige que FABREGA cumpla con los acuerdo que llegaron con ellos de contruir este puente sobre el rio Balsa en boca de balsa, al igual que ellos exigimos el repeto del este gobierno hacia el pueblo Ngabe Bugle y que cumplas con todos los acuerdo firmado econ el pueblo Ngabe Bugle que son muchisimos.
`nota foto tigo de la comarca`.""",https://www.facebook.com/560058540683250/posts/549091475188170,photo,2014-02-28T19:06:50+0000,,,JORGE F FABREGA Y ESTE GOBIERNO NO RESPETA AL PUEBLO NGABE BUGLE.,,,,,Movimiento 10 De Abril .m-10,,,,,,,,,,,,,,,,,1
49,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAWO9WnJD54jSt7&w=130&h=130&url=http%3A%2F%2Fwww.fronterad.com%2Fsites%2Fdefault%2Ffiles%2F2014%2F08%2Fgaleria_N3_B1%2Fpanama-barro-blanco_550.jpg&cfs=1&sx=252&sy=0&sw=478&sh=478,http://www.fronterad.com/?q=embalse-en-panama-sueno-roto-ngaebe-bugle,,Un embalse en Panamá: El sueño roto de Ngäbe Buglé | FronteraD,fronterad.com,"""El pueblo originario más importante de Panamá está en pie de guerra. Los Ngäbe Buglé se oponen a la construcción del proyecto hidroeléctrico Barro Blanco, que represará el río más sagrado para ellos: el río Tabasará. El embalse alterará el medio ambiente y trastocará el modo de vida de los pobladore...""",https://www.facebook.com/560058540683250/posts/547716931992291,link,2014-02-25T19:21:17+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
48,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s130x130/1939532_1394859390780772_1263362984_n.jpg?oh=95bce479a8622a5b9c5c88d766b1c6bf&oe=55B7230A&__gda__=1437956539_2f9cef110eab26ba125f51d424405834,https://www.facebook.com/tabasaralibre/photos/a.1394859327447445.1073741832.1388807854719259/1394859390780772/?type=1,,Tabasará libre,,,https://www.facebook.com/560058540683250/posts/547716741992310,photo,2014-02-25T19:20:40+0000,,,,,,,,Tabasará libre,,,,,,,,,,,,,,,,,1
47,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xaf1/v/t15.0-10/s130x130/1976175_728274037194125_728258890528973_46682_2313_b.jpg?oh=bdb3912b8c21da17a74e897a40ed3b3d&oe=55A16F1E&__gda__=1437812438_04d241febbe5ffce5c4128c7ec4ff8aa,https://www.facebook.com/video.php?v=728258890528973,https://scontent.xx.fbcdn.net/hvideo-xfp1/v/t42.1790-2/1548585_728273953860800_1042356527_n.mp4?efg=eyJybHIiOjkzNywicmxhIjo1MTIsInFlX2dyb3VwcyI6WyJlXzAzMjRfMSJdfQ%3D%3D&rl=937&vabr=521&oh=e4fcbe2ccf088a4ff549b45bcebba1bd&oe=551AFF4A,Cacique Silvia Carrera,,"""Soy simplemente una autoridad y me debo a mi pueblo y mi pueblo esta cansado de las reuniones y de las dilatación para llevar acabo el proyecto barro blanco, a los verdaderos afectados jamas se le ha consultado ni se le ha tomado en cuenta, tengo conocimiento que la empresa, gobierno y bancos se ha reunido en David  o en la ciudad de Panamá  con persona que no tiene nada que ver con los afectados de barro blanco mas a lo verdaderos afectado jamas que se ha dado oportunidad para ser escuchado.
Mi pueblo afectado directo de barro blanco pide que las reuniones que se prenda hacer sea desde ahora en adelante en la comunidad de Kiad a la orilla del rió Tabasara.""",https://www.facebook.com/560058540683250/posts/547716378659013,video,2014-02-25T19:19:17+0000,,,,,,,,Cacique Silvia Carrera,,,,,,,,,,,,,,,,,1
46,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xap1/v/t15.0-10/s130x130/1622955_728303793857816_728292370525625_37585_1612_b.jpg?oh=55720177dc146a6a69b8a3a54decd158&oe=559F61C9&__gda__=1433416496_44108477cb3deb4e3b86b238ea022585,https://www.facebook.com/video.php?v=728292370525625,https://scontent.xx.fbcdn.net/hvideo-xpa1/v/t42.1790-2/1551165_728303763857819_1784471369_n.mp4?efg=eyJybHIiOjg4NSwicmxhIjo1MTIsInFlX2dyb3VwcyI6WyJlXzAzMjRfMSJdfQ%3D%3D&rl=885&vabr=492&oh=60cf7a20e5495f6cf1ba737041078746&oe=551AB55C,Cacique Silvia Carrera,,"""Por muchos años mi pueblo ha pedido la cancelación definitiva de barro blanco el gobierno y la empresa siempre ha dicho no se iba afectar a la comarca Ngabe Bugle, ni  desplazar a mi pueblo, ni se le inundaróa sus territorio colectivo entonces porque ahora ASEP ha resuelto declarar territorio de interés publico mediante la resolución  #6103  para entregárselo a empresa extranjera como GENISA para que termine barro blanco y le a girado orden de desalojo a 5 personas este problema no es de 5 personas es territorio colectivo de la comarca Ngabe Bugle por lo tanto complete a todo el pueblo Ngabe Bugle  en general, yo respaldo la iniciativa de mi pueblo en luchar por la conservación del Tabasara no es posible que barro blanco intente privatizarlo y destruir a mi pueblo junto a todos los elementos que rodea a este rió.""",https://www.facebook.com/560058540683250/posts/547716351992349,video,2014-02-25T19:19:08+0000,,,,,,,,Cacique Silvia Carrera,,,,,,,,,,,,,,,,,1
45,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/1622971_1394912217442156_1394911977442180_13040_390_b.jpg?oh=6c64821a05d569374540656d9e777489&oe=55B26731&__gda__=1437030563_fde7f0acabc72159975501fba6e59b1a,https://www.facebook.com/video.php?v=1394911977442180,https://scontent.xx.fbcdn.net/hvideo-xpa1/v/t42.1790-2/1554176_1394912187442159_1734401108_n.mp4?efg=eyJybHIiOjEwODksInJsYSI6NTEyLCJxZV9ncm91cHMiOlsiZV8wMzI0XzEiXX0%3D&rl=1089&vabr=605&oh=abfeb9db3c5206d3ed126a2d2eae5dad&oe=551AA5CB,Tabasará libre,,"""En la lucha por la justicia, los pueblos originarios de Panamá se unen. Desde Kiad, un saludo de apoyo de un hermano Guna, solidario con la lucha Ngäbe Buglé.""",https://www.facebook.com/560058540683250/posts/547716315325686,video,2014-02-25T19:18:58+0000,,,,,,,,Tabasará libre,,,,,,,,,,,,,,,,,1
44,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCzIB6r02n9DN28&w=130&h=130&url=http%3A%2F%2Fintercontinentalcry.org%2Fwp-content%2Fuploads%2F2014%2F02%2F100_1929.jpg&cfs=1,http://intercontinentalcry.org/panama-ngabe-communities-remain-high-alert-22390/,,Panama: Ngäbe Communities Remain on High Alert,intercontinentalcry.org,Ngäbe communities in Panama remain on high alert after the government announced its intention to evict the Tabasará River area in western Panama.,https://www.facebook.com/560058540683250/posts/547187082045276,link,2014-02-24T15:27:32+0000,,,NOS MANTENEMOS EN ALERTA .,,,,,,,,,,,,,,,,,,,,,,0
43,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDQH71yWzbY4dk9&w=130&h=130&url=http%3A%2F%2Fwww.laestrella.com.pa%2Fonline%2Ffotos%2F2014%2F02%2F24%2F168332.jpg&cfs=1&sx=48&sy=0&sw=450&sh=450,http://www.laestrella.com.pa/online/impreso/2014/02/24/el-kolectivo-aboga-por-tabasara-libre-200667.asp,,El Kolectivo aboga por Tabasará Libre,laestrella.com.pa,"""PANAMA. Los pinceles, las latas de pintura y el talento artístico de El Kolectivo se hicieron eco ayer en el Parque Andrés Bello de esta capital.""",https://www.facebook.com/560058540683250/posts/547185625378755,link,2014-02-24T15:23:19+0000,,,TABASARA LIBRE.,,,,,,,,,,,,,,,,,,,,,,0
42,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s130x130/1656151_709366235781967_412619314_n.jpg?oh=1e0daf7cff0c4c1cbdd06f8c4b34c498&oe=55A99AC7,https://www.facebook.com/EscrituraNgabe/photos/a.562089467176312.1073741828.558098960908696/709366235781967/?type=1,,Escritura Ngäbe del idioma Ngäbere,,"""La lucha del pueblo Ngäbe es la lucha de todos, porque los recursos naturales de Panamá es de los panameños. NI NGÌãBE NUNANTI KÌãRE #TABASARALIBRE""",https://www.facebook.com/560058540683250/posts/547170618713589,photo,2014-02-24T14:38:25+0000,,,,,,,,Escritura Ngäbe del idioma Ngäbere,,,,,,,,,,,,,,,,,1
41,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s130x130/1619492_707757779276146_190776732_n.jpg?oh=de51e11465cc035a5b96786ae5815580&oe=55A7EF49&__gda__=1436580043_7a4145442e3dd7ca1e9cf1f437b35c9f,https://www.facebook.com/EscrituraNgabe/photos/a.558099347575324.1073741825.558098960908696/707757779276146/?type=1,,Escritura Ngäbe del idioma Ngäbere,,,https://www.facebook.com/560058540683250/posts/546826352081349,photo,2014-02-23T20:11:51+0000,,,,,,Hernán García,,Escritura Ngäbe del idioma Ngäbere,,,,,,,,,,,,,,,,,2
40,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/s130x130/1796476_707738345944756_744419018_n.jpg?oh=eccd15564c86cb81ffdeec3dbac9864d&oe=5573AF06&__gda__=1436592891_0956f310b5dbd3f94118883ec491355b,https://www.facebook.com/EscrituraNgabe/photos/a.562089467176312.1073741828.558098960908696/707738345944756/?type=1,,Escritura Ngäbe del idioma Ngäbere,,"""Todos se han enterado por lo que está pasando las comunidades afectada por el proyecto hidroeléctrico Barro blanco, las familias Ngäbe que se encuentran a orilla del río Tabasará que el gobierno pretende desalojar de sus tierras, de sus historias, de sus medios; la comunidad de Kiad, lugar donde tiene origen el sistema de lecto y escritura Ngäbe, es la afectada directo por dicho proyecto, por tal razón nuestro apoyo a las familias y población Ngäbe que se encuentra en los campamentos a orillas del río en resistencia al desalojo y en apoyo a que se respete el derecho a la vida de los pueblos originarios y en especial a los moradores de la ribera del Tabasará. #TABASARALIBRE""",https://www.facebook.com/560058540683250/posts/546826198748031,photo,2014-02-23T20:11:20+0000,,,,,,,,Escritura Ngäbe del idioma Ngäbere,,,,,,,,,,,,,,,,,1
39,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/s130x130/1972434_709064679145456_196461229_n.jpg?oh=26bbb46e740e9e23e5f0b54a9846b611&oe=55AD1084,https://www.facebook.com/EscrituraNgabe/photos/a.709064642478793.1073741834.558098960908696/709064679145456/?type=1,,Escritura Ngäbe del idioma Ngäbere,,"""Kiad, es una comunidad ubicado en las área anexa de la Comarca Ngäbe Buglé, que junto a otras comunidades habitan la ribera del Tabasará, río que lleva el nombre de uno de los cacique importante de la cultura Ngäbe, un lugar lleno de historia, conocimiento, tradición y sobre todo mucha vegetación, está amenazado por el gobierno y la empresa GENISA en desalojar los moradores de estas comunidades, ellos se resisten, luchan y defiende los que por derecho y herencia ancestral le fue heredado; no permitamos que a los niños de Kiad le quiten su hogar y sea forzado ha dejar el lugar donde sus antepasados vivieron felices con la naturaleza, con su medio, con el río TABASARA.""",https://www.facebook.com/560058540683250/posts/546826118748039,photo,2014-02-23T20:11:04+0000,,,,,,,,Escritura Ngäbe del idioma Ngäbere,,,,,,,,,,,,,,,,,1
38,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAh6LXlKk071pqh&w=130&h=130&url=http%3A%2F%2Fwww.hollanddoc.nl%2F.imaging%2Fstk%2Fhollanddoc%2Fopengraph%2Fmedia%2Fhollanddoc%2F2012%2Foktober%2F_MG_4625%2Foriginal%2F_MG_4625.jpg&cfs=1,http://www.hollanddoc.nl/kijk-luister/documentaire/b/barro-blanco.html,,Barro Blanco,hollanddoc.nl,"""Een Nederlandse semi-overheidsinstelling, de ontwikkelingsbank FMO, investeert in een stuwdam in Panama, de Barro Blanco. De stuwdam levert schone energie, is goed voor de economie van Panama en Nederland kan wat CO2 emissie punten aftrekken, iedereen blij dus. Of niet?""",https://www.facebook.com/560058540683250/posts/546816888748962,link,2014-02-23T19:40:56+0000,,,BARRO BLANCO TEMA QUE RECORRE AL MUNDO POR EL DESPOJO QUE HACE EN EL PUEBLO NGABE.,,,Hernán García,,,,,,,,,,,,,,,,,,,1
37,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDV1DzGq3pLaNJH&w=130&h=130&url=http%3A%2F%2Fwww.salvalaselva.org%2Fuploads%2Fphotos%2Fteaser_reduced%2Fpanama-barr-blanco.jpg&cfs=1,http://www.salvalaselva.org/noticias/5717/el-pueblo-ngaebe-en-pie-otra-vez-contra-los-megaproyectos,,"""Noticias - El pueblo Ngäbe, en pie otra vez contra los megaproyectos - Salva la Selva""",salvalaselva.org,"""Hay pueblos que cargan en su espalda la defensa de lo fundamental: la tierra y la dignidad. El Ngäbe y el Buglé (en la actual Panamá) son de esos. Ante la inminente entrada de la maquinaria y la fuerte presencia policial en el río Tabasará, los Ngäbe se han organizado en campamentos de resistencia.‰Û_""",https://www.facebook.com/560058540683250/posts/545903285506989,link,2014-02-21T20:22:25+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQC2RfU1D_p5hQDL&w=130&h=130&url=http%3A%2F%2Fwww.prensa.com%2Fsites%2Fdefault%2Ffiles%2Fupdata%2F2014%2F02%2F18%2Fimpreso%2F2070054.jpg&cfs=1,http://www.prensa.com/impreso/nacionales/tensa-calma-rodea-obras-barro-blanco/278453,,Tensa calma rodea obras de Barro Blanco,prensa.com,Si bien los diversos grupos Ngäbe Buglés han estado merodeando en la zona anexa de cinco hectáreas que será inundada por el embalse de la hidroeléctrica Barro Bl...,https://www.facebook.com/560058540683250/posts/544591178971533,link,2014-02-18T22:14:48+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
