Post_Id,Core_Node,Image_freeze,link_media,link_embeded,relationship_event_actor,media_venue,blurb,link_post,media_type,date,tag_1,tag_2,message,shares,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,likes,total_likes
90,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCwC0HhaxaagiYx&w=130&h=130&url=https%3A%2F%2Fpbs.twimg.com%2Fmedia%2FBunFxGrCYAI3Rnc.jpg&cfs=1,http://twitter.com/Festivaldule/status/498146682471997440/photo/1/large?utm_source=fb&utm_medium=fb&utm_campaign=Festivaldule&utm_content=498146682471997440,,Twitter / Festivaldule: Escrituras en el idiomas de ...,twitter.com,"""Connect with your friends ‰ÛÓ and other fascinating people. Get in-the-moment updates on the things that interest you. And watch events unfold, in real time, from every angle.""",https://www.facebook.com/560058540683250/posts/764036026952166,link,2014-08-10T20:06:00+0000,,,"""El sistema de lecto y escritura del idioma Ngäbe hizo presencia en el II FESTIVAL DE ARTE DULE 2014 la cual nuestra organización la  oportunidad brindada, y felicitar a todos los organizadores de este festival.""",,,Edwin Javilla,,,,,,,,,,,,,,,,,,,1
89,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xft1/v/t1.0-9/s130x130/10565234_763268370362265_8701457948279378103_n.jpg?oh=350011e5dc1a0d990b1fd0516f2940ab&oe=55ABE10B,https://www.facebook.com/SistemaDeLectoYEscrituraDelIdiomaNgabe/photos/a.560074977348273.1073741828.560058540683250/763268370362265/?type=1,,,,,https://www.facebook.com/560058540683250/posts/763269007028868,photo,2014-08-09T05:48:45+0000,,,Felicidades a tod@s los pueblos indígenas de América y muy especialmente al pueblo Ngäbe-Bugle  por celebrarse hoy 9 de agosto el dóa internacional de los pueblo indígenas.,8,,Feel Good,,,,,,,,,,,,,,,,,,,1
88,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/s130x130/10298665_721062001290676_9072104780044902604_n.jpg?oh=b1235ac81f99341481b6395c1a8ee196&oe=55B9D84D,https://www.facebook.com/culturasandinaspasto/photos/a.694451250618418.1073741826.694417467288463/721062001290676/?type=1,,Culturas Andinas San Juan de Pasto,,,https://www.facebook.com/560058540683250/posts/762419907113778,photo,2014-08-07T13:02:53+0000,,,"""Hoy el sistema de lecto y escritura del idioma Ngäbe hace presencia en el cuarto encuentro internacional de culturas andinas en Pasto Colombia, a primeras hora de la mañana la presidente del esta organización Wueny Bägämä hará una exposición donde compartirá con hermanos indígenas de la región andina la manera alternativa que tiene la  nuestra organización para escribir el idioma Ngäbe. """,,,Edwin Javilla,,Culturas Andinas San Juan de Pasto,,,,,,,,,,,,,,,,,2
87,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/s130x130/10268460_761081467247622_1934851969579208610_n.jpg?oh=aa1ff12bf22039cda6f1d594c34b8fe7&oe=55BB676D,https://www.facebook.com/SistemaDeLectoYEscrituraDelIdiomaNgabe/photos/a.560074977348273.1073741828.560058540683250/761081467247622/?type=1,,,,,https://www.facebook.com/560058540683250/posts/761081757247593,photo,2014-08-04T05:31:16+0000,Culturas Andinas San Juan de Pasto,,El sistema de lecto escritura del idioma Ngabe se encuentra en el cuarto encuentro internacional de Culturas Andinas San Juan de Pasto Colombia .,3,Juan Lopez,Rayland Jimenez,,,,,,,,Culturas Andinas San Juan de Pasto,,,,,,,,,,,3
86,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s130x130/10479686_747939085269634_4837216727363245363_n.jpg?oh=dda2fb887047f2c57a5ed778dd2f9446&oe=55A74885,https://www.facebook.com/culturasandinaspasto/photos/a.709508615779348.1073741828.694417467288463/747939085269634/?type=1,,Culturas Andinas San Juan de Pasto,,,https://www.facebook.com/560058540683250/posts/760147790674323,photo,2014-08-02T00:11:21+0000,Sistema de lecto y escritura del Idioma Ngabe,,La presidente del Sistema de lecto y escritura del Idioma Ngabe Wueny Bagama en el Cuarto encuentro internacional de cultura  andino.,,,,,Culturas Andinas San Juan de Pasto,,,,,,,Sistema de lecto y escritura del Idioma Ngabe,,,,,,,,,,2
85,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQByXS75u8mk1tPb&w=130&h=130&url=http%3A%2F%2Fwww.elinformedavid.com%2Fwp-content%2Fuploads%2F2014%2F07%2FRicardo-Miranda.jpg&cfs=1&sx=0&sy=0&sw=600&sh=600,http://www.elinformedavid.com/fallo-de-la-corte-dejo-sin-efecto-resolucion-6103-de-la-asep-pero-pedimos-se-resinda-el-contrato-ricardo-mirabda/,,"""Fallo de la Corte dejó sin efecto resolución 6103 de la Asep', Ricardo Miranda""",elinformedavid.com,"""El dirigente y mienbro del Movimiento 10 de abril, apuntó que el objetivo del pueblo originario es que el Gobierno Nacional, cancele definitivamente la consesión. ‰Û÷No queremos indemnización-ni migajas, ni millones- pedimos se resinda el contrato‰Ûª sostuvo Miranda.""",https://www.facebook.com/560058540683250/posts/753272768028492,link,2014-07-17T22:59:01+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
84,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBEk6EH5cDlU_xj&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2Fws9XCK6AF5M%2Fmaxresdefault.jpg&cfs=1&sx=320&sy=0&sw=960&sh=960,https://www.youtube.com/watch?v=ws9XCK6AF5M,https://www.youtube.com/embed/ws9XCK6AF5M?autoplay=1,The Price of Modernization in Panama: Dammed Forever,youtube.com,"""Subscribe to VICE News here: http://bit.ly/Subscribe-to-VICE-News VICE News travels to the construction site of Barro Blanco, a hydroelectric dam in the Chir...""",https://www.facebook.com/560058540683250/posts/753272708028498,video,2014-07-17T22:58:46+0000,,,,1,,Segismundo Del Nuevo Mundo,,,,,,,,,,,,,,,,,,,1
83,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s130x130/10525802_745139498884345_6824344407767156169_n.jpg?oh=5546adef32d44f280cad3ecb8301e3c7&oe=5571C6CA&__gda__=1437325356_0ecd2f32a42cb9496076d82b77c4a7ea,https://www.facebook.com/Movimiento10DeAbrilm10/photos/a.362782973786668.86713.333272283404404/745139498884345/?type=1,,Movimiento 10 De Abril .m-10,,"""La señora Dorinda Acosta quien fuera severamente agredida por los policóas al principio del mes de marzo del 2013 en una acción de resistencia y protesta en contra del proyecto barro blanco en Vigui murió el miércoles 9 del presente mes , su sepultura sera mañana en Bägämä. El movimiento 10 de abril M-10 su junta directiva el pleno y todo el pueblo lamentamos esta irreparable perdida de una de nuestra compañera de la ferviente lucha que hemos llevado en contra del nefasto proyecto Barro Blanco ,te adelantas Compañera que Dios te de el descanso eterno y la paz a tu alma pronto nos volveremos a encontrar,
Nuestro mas sentido pésame a sus familiares.
Hasta luego Dorinda Acosta.""",https://www.facebook.com/560058540683250/posts/750476141641488,photo,2014-07-11T20:28:29+0000,,,"""LUTO EN EL M-10 MUERE UNA GRAN LUCHADORA DEL PUEBLO NGABE BUGLE.
Siento tristeza muy grande la muerte de la se–ora Dorinda Acosta no puedo evitarlo, cuando fue herida pude llevarlo en San Felix al hospital hoy que se nos adelanta me acuerdo de su gran valentía y legado de lucha que yo heredo.
MI MAS SENTIDO PESAME A SUS FAMILIARES.""",,,,,Movimiento 10 De Abril .m-10,,,,,,,,,,,,,,,,,1
82,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDbvOm_F68cTRl8&w=130&h=130&url=http%3A%2F%2Flaestrella.com.pa%2Fmedia%2Fnews%2Fimage%2F28671_250x250_crop_53bcb819270f4.jpg&cfs=1&sx=0&sy=0&sw=250&sh=250,http://laestrella.com.pa/panama/nacional/cacica-quiere-conversar-ministro-henriquez/23785243,,Cacica quiere conversar con ministro Henríquez,laestrella.com.pa,"""La cacica general de la comarca Ngäbe Buglé, Silvia Carrera, le envió una invitación al ministro de Gobierno, Milton Henríquez""",https://www.facebook.com/560058540683250/posts/749573118398457,link,2014-07-09T19:14:33+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
81,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCxhdumXOeTe3pg&w=130&h=130&url=http%3A%2F%2F4.bp.blogspot.com%2F-oPwDTyWoTKY%2FU6iBFe7MAQI%2FAAAAAAAABc4%2FjURb6XH-ibI%2Fs1600%2F100_1898.JPG&cfs=1&sx=348&sy=0&sw=1200&sh=1200,http://chiriquinatural.blogspot.com/2014/06/indigenas-con-elementos-su-favor-en.html?spref=fb,,chiriquinatural.com: indígenas con elementos a su favor en caso Barro Blanco,chiriquinatural.blogspot.com,"""Noticias Socio - Ambientales de la Comarca Ngäbe Buglé, Provincia de Chiriquó y República de Panamá. ------------- Puente sobre el río Tabasará. Foto: Oscar Sogandares (derechos reservados).""",https://www.facebook.com/560058540683250/posts/742241699131599,link,2014-06-23T20:25:12+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
80,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQA_SBLVj9bEPric&w=130&h=130&url=http%3A%2F%2Fwww.prensa.com%2Fsites%2Fall%2Fthemes%2Fprensacom%2Fimages%2Flogo_laprensa.png&cfs=1,http://www.prensa.com/impreso/panorama/suspenden-ingreso-fincas-ind%C3%ADgenas/346986,,Suspenden ingreso a fincas de indígenas,prensa.com,"""La Sala Tercera de la Corte Suprema de Justicia suspendió temporalmente una resolución de la Autoridad de los Servicios Públicos (Asep), que autorizaba a la empresa Genisa ...""",https://www.facebook.com/560058540683250/posts/742184082470694,link,2014-06-23T17:31:58+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
79,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/1622971_1394912217442156_1394911977442180_13040_390_b.jpg?oh=6c64821a05d569374540656d9e777489&oe=55B26731&__gda__=1437030563_fde7f0acabc72159975501fba6e59b1a,https://www.facebook.com/video.php?v=1394911977442180,https://scontent.xx.fbcdn.net/hvideo-xpa1/v/t42.1790-2/1554176_1394912187442159_1734401108_n.mp4?efg=eyJybHIiOjEwODksInJsYSI6NTEyLCJxZV9ncm91cHMiOlsiZV8wMzI0XzEiXX0%3D&rl=1089&vabr=605&oh=abfeb9db3c5206d3ed126a2d2eae5dad&oe=551AA5CB,Tabasará libre,,"""En la lucha por la justicia, los pueblos originarios de Panamá se unen. Desde Kiad, un saludo de apoyo de un hermano Guna, solidario con la lucha Ngäbe Buglé.""",https://www.facebook.com/560058540683250/posts/734473716575064,video,2014-06-06T20:02:24+0000,,,"""En la lucha por la justicia, los pueblos originarios de Panamá se unen. Desde Kiad, un saludo de apoyo de un hermano Guna, solidario con la lucha Ngäbe Buglé.""",,Edwin Javilla,Sistema de lecto y escritura del Idioma Ngabe,,Tabasará libre,,,,,,,,,,,,,,,,,3
78,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCmktfxpPiVE6Pu&w=130&h=130&url=http%3A%2F%2Fwww.teletica.com%2FMultimedios%2Fimgs%2F119721_940.png&cfs=1,http://www.teletica.com/Noticias/55719-Esta-maestra-nacio-para-educar-en-la-aulas-y-fuera-de-ellas.note.aspx,,Esta maestra nació para educar en la aulas y fuera de ellas - +QN - Noticias,teletica.com,"""Una joven indígena de San Vito de Coto Brus, alza su voz en pro de los alumnos de su comunidad.""",https://www.facebook.com/560058540683250/posts/734454146577021,link,2014-06-06T18:58:20+0000,,,Esta maestra nació para educar en la aulas y fuera de aulas y fuera de ellas,,,,,,,,,,,,,,,,,,,,,,0
77,Sistema de lecto y escritura del Idioma Ngabe,https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s130x130/10339644_723301277708315_1743041756838787674_n.jpg?oh=ab612aac143f76bc57a8b779e2e1644c&oe=55A69483&__gda__=1433683813_5921c2ab5bd9d8332b780bb15e2a2d05,https://www.facebook.com/elkolectivo/photos/a.529978393707272.1073741834.232265090145272/723301277708315/?type=1,,EL KOLECTIVO,,"""Seguimos apoyando la lucha de las comunidades en defensa de los rios y sus y territorios. No a la privatizacion del agua. El Kolectivo: arte, cultura y conciencia.""",https://www.facebook.com/560058540683250/posts/734362239919545,photo,2014-06-06T17:12:54+0000,,,,,,,,EL KOLECTIVO,,,,,,,,,,,,,,,,,1
76,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBxUKGAmGnnxQc_&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F-b-BY0lN30s%2Fhqdefault.jpg&cfs=1,https://www.youtube.com/watch?v=-b-BY0lN30s,http://www.youtube.com/v/-b-BY0lN30s?version=3&autohide=1&autoplay=1,Los Libros Sagrados de la Enseñanza de la Escritura Ngäbe Buglé,youtube.com,,https://www.facebook.com/560058540683250/posts/733966303292472,video,2014-06-05T21:52:55+0000,,,"""Los Libros Sagrados de la Ense–anza de la Escritura Ngäbe""",1,,Edwin Javilla,,,,,,,,,,,,,,,,,,,1
75,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCHy1VrdCmysaYs&w=130&h=130&url=http%3A%2F%2Fwww.rpcradio.com%2Fimages%2Fa%2Flogo-rpcradio.png&cfs=1,http://www.rpcradio.com/audio/index.html?id=9519#.U48_aCr_f1A.facebook,,Audios - RPC Radio Panamá,rpcradio.com,"""Escucha la señal en línea de la emisora líder en información de Panamá, con noticieros, programas de opinión, deportes, audios de las œltimas noticias.""",https://www.facebook.com/560058540683250/posts/733374453351657,link,2014-06-04T16:11:13+0000,,,indígenas denuncian celeridad de proceso en su contra.,,,,,,,,,,,,,,,,,,,,,,0
74,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s130x130/10299510_721867101211585_6130301636700216877_n.jpg?oh=9e6e5a460ac9644a860da3f1d7a7bf7f&oe=5571923D,https://www.facebook.com/Movimiento10DeAbrilm10/photos/a.362782973786668.86713.333272283404404/721867101211585/?type=1,,Movimiento 10 De Abril .m-10,,"""A tod@s nuestros hermano afro descendientes feliz mes de la etnia negra FELICIDADES le desea......
El movimiento10 de abril M-10.
`Por la conservación y defensa de los recursos hídricos y ambientales del pueblo Ngäbe Bugle y Campesinos`.""",https://www.facebook.com/560058540683250/posts/731564520199317,photo,2014-05-31T18:52:23+0000,,,,,,Salda–a Salina,,Movimiento 10 De Abril .m-10,,,,,,,,,,,,,,,,,2
73,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s130x130/10390472_730409443648158_7932210426301547947_n.jpg?oh=2be1ea3688b66e039bb070b25e1973e9&oe=55A1F146,https://www.facebook.com/SistemaDeLectoYEscrituraDelIdiomaNgabe/photos/a.560074977348273.1073741828.560058540683250/730409443648158/?type=1,,,,,https://www.facebook.com/560058540683250/posts/730409920314777,photo,2014-05-29T01:50:53+0000,,,"""Nuestros interés es mantener la esencia nato de nuestro idioma Ngäbe.
SALUDOS BUENAS NOCHES.""",1,Djr Guevara González,Sistema de lecto y escritura del Idioma Ngabe,,,,,,Nao Namizuka,,,,Gerald Acosta,Feel Good,Juan Lopez,Salda–a Salina,Diocelina Castillo de Montenegro,,,,,8
72,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCXjeUDiHnIcYH7&w=130&h=130&url=http%3A%2F%2Fwww.primicias24.com%2Fwp-content%2Fuploads%2F2014%2F02%2FFOTO-IND%25C3%258DGENAS.jpg&cfs=1,http://www.primicias24.com/nacionales/viceministra-herrera-destaco-necesidad-de-ensenanza-de-lenguas-indigenas-en-escuelas/,,Primicias24 ‰Ò Viceministra Herrera destacó necesidad de enseñanza de lenguas indígenas en escuelas,primicias24.com,"""Primicias24.com (AVN).- Este 27 de mayo se cumplen 12 años del decreto dictado por el expresidente Hugo Chavez que establece el uso obligatorio, oral y escrito, de las lenguas indígenas en los planteles educativos, pœblicos y privados, ubicados enÉ""",https://www.facebook.com/560058540683250/posts/729830677039368,link,2014-05-27T18:42:48+0000,,,"""Promueven práctica de idiomas indígenas en planteles educativos""",,,,,,,,,,,,,,,,,,,,,,0
71,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQChhOlbTc3cjE55&w=130&h=130&url=http%3A%2F%2Fwww.avn.info.ve%2Fsites%2Fall%2Fthemes%2Favn%2Fimages%2Fbanner_avn.png&cfs=1,http://www.avn.info.ve/contenido/promueven-pr%C3%A1ctica-idiomas-ind%C3%ADgenas-planteles-educativos,,Promueven práctica de idiomas indígenas en planteles educativos | AVN,avn.info.ve,"""Caracas, 27 May. AVN.- Este 27 de mayo se cumplen 12 años del decreto dictado por el líder de la Revolución Bolivariana, Hugo Chávez, que establece el uso obligatorio, oral y escrito, de los idiomas indígenas en los planteles educativos, pœblicos y privados, ubicados en los hábitat de las comunidades originarias y en zonas rurales y urbanas donde residen indígenas, en todos los niveles y modalidades del sistema educativo nacional. ...""",https://www.facebook.com/560058540683250/posts/729830517039384,link,2014-05-27T18:42:16+0000,,,"""Promueven práctica de idiomas indígenas en planteles educativos """,,,,,,,,,,,,,,,,,,,,,,0
70,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/s130x130/10325316_716893048375657_1029867223074410681_n.jpg?oh=c7e4e159f63294d014c3628cd9584341&oe=55AE396F,https://www.facebook.com/Movimiento10DeAbrilm10/photos/a.362782973786668.86713.333272283404404/716893048375657/?type=1,,Movimiento 10 De Abril .m-10,,"""EL BANCO DE HOLANDA QUE FINANCIA BARRO BLANCO VISITA COMUNIDAD AFECTADA DIRECTA .
El banco holandés F-M-O que financia el proyecto barro blanco envió una consultoria en las comunidades afectada por el proyecto barro blanco, el pasado 20 de mayo Margara Tria consultora del banco FMO de Holanda visito las comunidades de Quebrada Caña, Nuevo Palomar y la Comunidad cultural de Kiad ubicada en el corregimiento de Bägämä en la comarca Ngäbe Bugle ,las misma que quedaran inundadas por el lago artificial del proyecto hidroeléctrico barro blanco.
En esta visita los moradores de las comunidades antes mencionadas manifestaron el rechazo rotundo al proyecto hidroeléctrico y solicitaron al banco el retiro del financiamiento a barro blanco que destruirá grande bosques de galería ,elemento arqueológico,religioso,cultural y sagrado de la población indígena Ngäbe que reside en las riberas del Tabasara, la población dejo claro que jamas aceptara ningœn tipo de indennizacion y que el œnico objetivo es que los deje vivir en sus tierras ancestrales y que se proceda a la cancelación definitiva de barro blanco.
Ademas de la visita de los consultores del banco FMO también estuvo presente en este recorrido el instituto nacional de cultura INAC que visito los diferentes petroglifos que se encuentra en estas comunidades en el lucho del rió Tabasara.""",https://www.facebook.com/560058540683250/posts/727715220584247,photo,2014-05-23T00:14:43+0000,,,EL BANCO DE HOLANDA QUE FINANCIA BARRO BLANCO VISITA COMUNIDAD AFECTADA DIRECTA .,,,,,,,,,,,,,,,,,,,,,,0
69,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDjuqrvEFIimpZa&w=130&h=130&url=http%3A%2F%2Fwww2.laestrella.com.pa%2Fmedia%2Fnews%2Fimage%2F2682_800x600_crop_5334aa63a96d7.jpg&cfs=1&sx=158&sy=0&sw=600&sh=600,http://www2.laestrella.com.pa/panama/nacional/colectivos-denuncianante-cidh-aumento-represion-panama/23446679,,"""Colectivos denuncian, ante la CIDH, un aumento de la represión en Panamá - La Estrella de Panamá""",www2.laestrella.com.pa,Criticaron la respuesta estatal a las protestas contra proyectos de desarrollo económico. Gobierno panameño defiende disposición al diálogo.,https://www.facebook.com/560058540683250/posts/561248437305807,link,2014-03-27T23:54:34+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
68,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQClIdeoOEUWjadW&w=130&h=130&url=http%3A%2F%2Fwww.prensa.com%2Fsites%2Fdefault%2Ffiles%2Fupdata%2F2014%2F03%2F27%2Fuhora%2F299125-248040.jpg&cfs=1&sx=110&sy=0&sw=412&sh=412,http://www.prensa.com/uhora/locales/ngabe-bugle-cidh-panama/299125,,Ngäbe-Buglés pide que CIDH visite Panamá y denuncia violencia contra indígenas,prensa.com,"""Adelaida Miranda, representante de los Ngäbe-Buglés, solicitó a los integrantes de la CIDH que pidan autorización al gobierno panameño para que visiten la zona en donde se construye la hidroeléctrica de Barro Blanco.""",https://www.facebook.com/560058540683250/posts/561242320639752,link,2014-03-27T23:32:01+0000,,,,1,,,,,,,,,,,,,,,,,,,,,0
67,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDRZ9TQsZjPxzQc&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FF7NzAQ1o-NY%2Fhqdefault.jpg&cfs=1,https://www.youtube.com/watch?v=F7NzAQ1o-NY&feature=youtu.be,http://www.youtube.com/v/F7NzAQ1o-NY?version=3&autohide=1&autoplay=1,Queremos un TABASARA LIBRE!,youtube.com,,https://www.facebook.com/560058540683250/posts/561195243977793,video,2014-03-27T20:28:23+0000,,,Tod@s queremos al Tabasara libre. Tabasará libre,,,,,,,,,,,,,,,,,,,,,,0
66,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDDUAUu5Ipzwk5g&w=130&h=130&url=http%3A%2F%2Fimages.telemetro.com%2Fnacionales%2FOEA-ponga-pantalones-largos-Martinelli_MEDVID20140324_0002_9.jpg&cfs=1,http://www.telemetro.com/nacionales/OEA-ponga-pantalones-largos-Martinelli_3_682161779.html,http://files.telemetro.com/jwplayer5/player.swf?file=http%3A%2F%2F284308167.r.cdn77.net%2Fmedvideo%2Fvideofile%2FMEDVID20140324_0002%2Fvideo_medium.mp4&autostart=true&hash=17a7ec1d6b69465da1a90fdaa8303b2e,"""""""Es hora que la OEA se ponga los pantalones largos"""", Martinelli""",telemetro.com,"""""""Cuántos muertos más tiene que haber en Venezuela para que la OEA se ponga los pantalones"""", afirmó entre gritos y aplausos el presidente de la ...""",https://www.facebook.com/560058540683250/posts/559944877436163,video,2014-03-24T17:55:26+0000,,,CUANTOS MUERTOS EL QUIERE VER PA CANCELAR BARRO BLANCO? Y LAS PERSONAS QUE EL ASESINO QUE PASO CON ESO? RIDêCULO VESTIDO DE OVEJA CUANDO ES LOMO Y UNA PIRA„A. BASTA YA PONTE LO PANTALONES LARGO Y CANCELA YA BARRO BLANCO METO Tabasará libre !!!!,,,Rolo Pitti,,,,,,,,,,,,,,,Rolo Pitti,,,,1
65,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCQqi-hYc52jYSh&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FnVmB9_aNTk0%2Fhqdefault.jpg&cfs=1,http://www.youtube.com/watch?v=nVmB9_aNTk0,http://www.youtube.com/v/nVmB9_aNTk0?version=3&autohide=1&autoplay=1,Cobertura y Entrevistas BARRO BLANCO 20 Marzo 2014 TVN,youtube.com,Cobertura y Entrevistas de la situación de BARRO BLANCO y su afectación al pueblo Ngäbe Bugle y Campesino dentro de la Comarca Ngäbe Bugle. Comunidades quien...,https://www.facebook.com/560058540683250/posts/558548054242512,video,2014-03-22T00:13:19+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
64,Sistema de lecto y escritura del Idioma Ngabe,https://scontent.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s130x130/1978851_670841572953138_1170353887_n.jpg?oh=5ed710491a728d45eefaea3b7e9cc31c&oe=55B3C341,https://www.facebook.com/EstrellaOnlinePma/photos/a.293618817342084.60416.214696068567693/670841572953138/?type=1,,EstrellaOnline,,"""indígenas tensos por llegada de policóas a Barro Blanco

18-3-2014
Esta mañana grupos de indígenas que se encuentran acampando cerca del proyecto hidroeléctrico de Barro Blanco amanecieron preocupados por la presencia de må«s policóas en el lugar.

El coordinador del Movimiento 10 de Octubre, Ricardo Miranda dijo a la Estrella de Panamá que cumplirán su amenaza de cerrar calles, luego de que se venciera el plazo dado al gobierno nacional para declinar a la construcción del proyecto hidroeléctrico Barro Blanco, los grupos indígenas llegaron este martes a Barro Blanco. Miranda aseguró que pretenden tomarse el proyecto, si la policóa lo saca del lugar.""",https://www.facebook.com/560058540683250/posts/557160837714567,photo,2014-03-19T02:52:40+0000,,,,,,,,EstrellaOnline,,,,,,,,,,,,,,,,,1
63,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCxtDpHCrUdsSTC&w=130&h=130&url=http%3A%2F%2Fwww.laestrella.com.pa%2Fonline%2Ffotos%2F2014%2F03%2F16%2F171254.jpg&cfs=1&sx=0&sy=0&sw=600&sh=600,http://www.laestrella.com.pa/online/impreso/2014/03/16/agrupaciones-sellan-alianza-nacional-204535.asp,,Agrupaciones sellan alianza nacional,laestrella.com.pa,"""PANAMA. La lucha de los Ngäbe Buglé por la defensa del río Tabasará alcanzó ayer un nuevo logro. Reunidos en la tierra del cacique Urracá, en Veraguas, más de 20 agrupaciones del país conformaron un nuevo grupo.""",https://www.facebook.com/560058540683250/posts/556244147806236,link,2014-03-16T23:07:56+0000,,,,,,Manuel Schacht,,,,,,,,,,,,,,,,,,,1
62,Sistema de lecto y escritura del Idioma Ngabe,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQD3pHdFFizJKgPI&w=130&h=130&url=http%3A%2F%2Fwww.laestrella.com.pa%2Fonline%2Ffotos%2F2014%2F03%2F07%2F169861.jpg&cfs=1&sx=0&sy=0&sw=600&sh=600,http://www.laestrella.com.pa/online/impreso/2014/03/07/ngabes-dispuestos-a-parar-proyecto-202602.asp#ad-image-0,,Ngäbes dispuestos a parar proyecto,laestrella.com.pa,PANAMA. indígenas de la comarca Ngäbe Buglé dieron ayer un plazo de 15 días para salir del área a las empresas que construyen el proyecto hidroeléctrico de Barro Blanco.,https://www.facebook.com/560058540683250/posts/552498028180848,link,2014-03-08T07:21:46+0000,,,,,,,,,,,,,,,,,,,,,,,,,0
